images,phi,eta,delta
/home/jupyter/data/small_image/data_2678533.png,0.9300778654542705,0.8355492357446336,0.03365316583115261
/home/jupyter/data/small_image/data_2266333.png,0.7869796098802515,0.2649686671048803,0.3448287401776804
/home/jupyter/data/small_image/data_1112933.png,0.38615169626774337,0.10390495120729222,0.3536626642868296
/home/jupyter/data/small_image/data_1012633.png,0.3522669007480133,0.5750826946398625,0.869758935599261
/home/jupyter/data/small_image/data_12333.png,0.004531722095194845,0.500917281283422,0.9765398745641798
/home/jupyter/data/small_image/data_1842633.png,0.641295330436949,0.3163188653545541,0.4808825872640261
/home/jupyter/data/small_image/data_731733.png,0.25319398948806937,0.45945169702160193,0.2551454814716593
/home/jupyter/data/small_image/data_1013733.png,0.35073122581566346,0.7321201967866173,0.6662262847226644
/home/jupyter/data/small_image/data_131733.png,0.047036976948871684,0.46949126931034757,0.8882287844715206
/home/jupyter/data/small_image/data_2344633.png,0.8164035466631729,0.06319784217573324,0.17632742354508438
/home/jupyter/data/small_image/data_1794633.png,0.6235698895040694,0.3072274457674845,0.3489976906136989
/home/jupyter/data/small_image/data_2144033.png,0.7470655307667348,0.02499779539038265,0.9112002177677081
/home/jupyter/data/small_image/data_2137933.png,0.7428222534460521,0.21078187526286846,0.6167496400189524
/home/jupyter/data/small_image/data_51233.png,0.018947477707950064,0.4230057366553819,0.6135204465546491
/home/jupyter/data/small_image/data_1727733.png,0.5980214018908603,0.9729872221779363,0.04800007186085553
/home/jupyter/data/small_image/data_2078233.png,0.7213502841881336,0.7691287579491544,0.6310815795514533
/home/jupyter/data/small_image/data_2668233.png,0.9275919184029492,0.522682304871983,0.4360337557562818
/home/jupyter/data/small_image/data_311233.png,0.10688922307431858,0.9239334794319228,0.168873816845722
/home/jupyter/data/small_image/data_995533.png,0.34672435906893384,0.4457832576600865,0.5782786624299481
/home/jupyter/data/small_image/data_1797433.png,0.6240631144905622,0.6631397583304592,0.45763421872551235
/home/jupyter/data/small_image/data_9133.png,0.004996470264507503,0.13539967993055946,0.8258201322042963
/home/jupyter/data/small_image/data_2337533.png,0.8126650437955262,0.19178720861298076,0.8031922208976591
/home/jupyter/data/small_image/data_452533.png,0.15655793815728306,0.5667496253939696,0.7428529771449642
/home/jupyter/data/small_image/data_2621133.png,0.9086016111030887,0.6386077498491808,0.7130796667563586
/home/jupyter/data/small_image/data_551733.png,0.19007052189878015,0.9607643350835376,0.5372292260599119
/home/jupyter/data/small_image/data_2220033.png,0.771308250534734,0.5200231759166185,0.5016682962888596
/home/jupyter/data/small_image/data_1730133.png,0.6017853411946046,0.29226455411174096,0.005233796487327069
/home/jupyter/data/small_image/data_1382533.png,0.47916756307571895,0.8477830497021472,0.1793220076119253
/home/jupyter/data/small_image/data_1364633.png,0.4748128784234808,0.5717535353761185,0.7221968539222355
/home/jupyter/data/small_image/data_688433.png,0.24087924522250567,0.07333698907315682,0.3656419546302442
/home/jupyter/data/small_image/data_932733.png,0.3245057468776972,0.5640832225624691,0.19694394780194946
/home/jupyter/data/small_image/data_1941033.png,0.6725598399430783,0.6249411168509694,0.7330058062431416
/home/jupyter/data/small_image/data_309233.png,0.10740801187214852,0.6718287690202415,0.14916768376369252
/home/jupyter/data/small_image/data_1462833.png,0.5067798523262905,0.8880047408068551,0.9102533163711455
/home/jupyter/data/small_image/data_2698133.png,0.938818813772143,0.28471832534705926,0.2745509275319029
/home/jupyter/data/small_image/data_1852433.png,0.6429337376980074,0.5533234016095628,0.6683513497358381
/home/jupyter/data/small_image/data_898433.png,0.31258919784077466,0.32297025613813934,0.7590110233208365
/home/jupyter/data/small_image/data_2326533.png,0.8081905597281002,0.8388520039149103,0.030713107948678077
/home/jupyter/data/small_image/data_2377433.png,0.8260295519111944,0.18804379048878744,0.67713476437428
/home/jupyter/data/small_image/data_1884533.png,0.6537073712284897,0.5681390014050554,0.16394976634129965
/home/jupyter/data/small_image/data_1899433.png,0.6604023519094183,0.40335446758011867,0.6953603594032814
/home/jupyter/data/small_image/data_704233.png,0.2469639450524813,0.03365884323374289,0.5089542146618694
/home/jupyter/data/small_image/data_2288533.png,0.7950607268221286,0.09484345386461931,0.3415676377058049
/home/jupyter/data/small_image/data_990333.png,0.34415549250670374,0.7897567488858966,0.2571337511187277
/home/jupyter/data/small_image/data_334133.png,0.11449163838328417,0.7809681370824983,0.8962662085040192
/home/jupyter/data/small_image/data_311533.png,0.10579460205233662,0.9284160451052015,0.1551607651508431
/home/jupyter/data/small_image/data_1814133.png,0.6283724181708087,0.7597183695572582,0.25745813476043167
/home/jupyter/data/small_image/data_1054333.png,0.3643041418017184,0.799482153128485,0.0276266412023622
/home/jupyter/data/small_image/data_2847033.png,0.9866684019404803,0.8625256754717702,0.5529943754231923
/home/jupyter/data/small_image/data_245733.png,0.08599656322110077,0.7364967766440259,0.5266809611347347
/home/jupyter/data/small_image/data_2364533.png,0.8221102242230626,0.5722090902035444,0.9930431265971824
/home/jupyter/data/small_image/data_725733.png,0.2500160009204241,0.7232523500282108,0.06828663267739668
/home/jupyter/data/small_image/data_2291733.png,0.7949794099987928,0.4929697903708912,0.6458955586318494
/home/jupyter/data/small_image/data_2755333.png,0.9571976239005252,0.44158955071129274,0.32945502924013526
/home/jupyter/data/small_image/data_1374233.png,0.47685905858982786,0.7622551148708505,0.919850231987499
/home/jupyter/data/small_image/data_1317633.png,0.4581552938047535,0.7283876320381266,0.3348432238929694
/home/jupyter/data/small_image/data_1382033.png,0.48009787374590807,0.7516652303395892,0.931424440158996
/home/jupyter/data/small_image/data_95133.png,0.031909882934181726,0.8578507327785371,0.378697101379461
/home/jupyter/data/small_image/data_1920333.png,0.6671081413519248,0.030158797139049388,0.9254445509587482
/home/jupyter/data/small_image/data_1126933.png,0.3912754945581141,0.8684568573049759,0.42595344448809874
/home/jupyter/data/small_image/data_1694133.png,0.5876062086871017,0.770559232075333,0.6511919002544304
/home/jupyter/data/small_image/data_686533.png,0.23887972203414914,0.8217755419437849,0.9374521835347153
/home/jupyter/data/small_image/data_85333.png,0.029480580717801703,0.6861904760541391,0.4864086594198863
/home/jupyter/data/small_image/data_2716333.png,0.9429031262344171,0.5146733697593473,0.9417804130956664
/home/jupyter/data/small_image/data_615833.png,0.21335280798265346,0.9556630890538035,0.043794610498416285
/home/jupyter/data/small_image/data_1251933.png,0.43477352185715873,0.49894632133812555,0.5042592973883715
/home/jupyter/data/small_image/data_1106933.png,0.3856284918249515,0.3578067868082141,0.9803065433746756
/home/jupyter/data/small_image/data_2826633.png,0.9806158329749693,0.33315317693592406,0.8406250020668289
/home/jupyter/data/small_image/data_1495733.png,0.5180711242712848,0.9624712800129755,0.6370041765265329
/home/jupyter/data/small_image/data_201533.png,0.0697650214661935,0.1851920409522904,0.33079580144086973
/home/jupyter/data/small_image/data_2696433.png,0.936401727159359,0.08990593462082774,0.13419000203654993
/home/jupyter/data/small_image/data_800433.png,0.2793701129501973,0.0670805881325001,0.9303163353177493
/home/jupyter/data/small_image/data_2679133.png,0.9297622525260002,0.8651421458803785,0.8343634578738474
/home/jupyter/data/small_image/data_2672133.png,0.9292533271165015,0.046507817359848144,0.5960307467266583
/home/jupyter/data/small_image/data_318233.png,0.10850250292512269,0.7935084975003215,0.06309070702059741
/home/jupyter/data/small_image/data_2325533.png,0.8068629634392303,0.6604690442593922,0.5854628802280097
/home/jupyter/data/small_image/data_119733.png,0.04095034005869667,0.9686747949438246,0.3106025171829393
/home/jupyter/data/small_image/data_908833.png,0.3140560638857134,0.6399055338095698,0.5483326772734839
/home/jupyter/data/small_image/data_2782133.png,0.9662226713214465,0.7691677585436231,0.007353885819613293
/home/jupyter/data/small_image/data_1006233.png,0.3496024878324823,0.77145726390433,0.041063069236464945
/home/jupyter/data/small_image/data_2144833.png,0.7470581441792468,0.13751741149745947,0.9828580601181784
/home/jupyter/data/small_image/data_1569233.png,0.545070610206084,0.18547563237118503,0.3155581670549019
/home/jupyter/data/small_image/data_1126533.png,0.3903538167380169,0.810041816576328,0.6653707421509384
/home/jupyter/data/small_image/data_678533.png,0.23456575516200523,0.837825301915333,0.18693135030484234
/home/jupyter/data/small_image/data_1143933.png,0.3962625660197916,0.9799893360695524,0.0006621422809381273
/home/jupyter/data/small_image/data_838033.png,0.2909130666413272,0.7856580731280628,0.4819161740059603
/home/jupyter/data/small_image/data_1793933.png,0.6249415811193094,0.22861344850446724,0.779138069928699
/home/jupyter/data/small_image/data_2696833.png,0.9368838237031558,0.12241490698323232,0.28833292633910235
/home/jupyter/data/small_image/data_978933.png,0.3408145565803781,0.3558181693869759,0.3497219665660417
/home/jupyter/data/small_image/data_2320933.png,0.8073804971904971,0.12073927358904761,0.3437618769818944
/home/jupyter/data/small_image/data_1999033.png,0.6931642718610904,0.8772205397167554,0.45438359676975254
/home/jupyter/data/small_image/data_2458033.png,0.8552951310617459,0.2514432349680476,0.7439739500181867
/home/jupyter/data/small_image/data_1889433.png,0.6565053889547481,0.18890872490827415,0.33729123782953063
/home/jupyter/data/small_image/data_2326933.png,0.8065655189996469,0.8628640031724515,0.5357322828783009
/home/jupyter/data/small_image/data_713333.png,0.24759497839799083,0.16112326653898185,0.9973722148107026
/home/jupyter/data/small_image/data_2010933.png,0.6995345997168595,0.3731298556384144,0.398767867997299
/home/jupyter/data/small_image/data_1717333.png,0.5944962940964795,0.6627760212068156,0.44555448108312506
/home/jupyter/data/small_image/data_1236033.png,0.4304595601057182,0.54968274214352,0.8109807556612084
/home/jupyter/data/small_image/data_376733.png,0.13234013864313168,0.06873494020883522,0.8547489952552467
/home/jupyter/data/small_image/data_2140933.png,0.7440779975015402,0.6246586771704825,0.11250814961782019
/home/jupyter/data/small_image/data_2203633.png,0.766168326797407,0.48343603953214487,0.14662385967183678
/home/jupyter/data/small_image/data_747433.png,0.26013144677412503,0.4255812914714793,0.45246581236342875
/home/jupyter/data/small_image/data_700433.png,0.24407449560653136,0.5757851269377279,0.17140532498797292
/home/jupyter/data/small_image/data_2458933.png,0.8537974192299774,0.3692319575432253,0.3475716296408621
/home/jupyter/data/small_image/data_886333.png,0.30707795157227075,0.7669029787350521,0.946070867205483
/home/jupyter/data/small_image/data_2169533.png,0.7551846656433521,0.16026293426287025,0.8852652698065242
/home/jupyter/data/small_image/data_778133.png,0.2716225568420291,0.2626526476260804,0.3702077387056807
/home/jupyter/data/small_image/data_2443133.png,0.8488288190260025,0.37364067522397715,0.5851674299170052
/home/jupyter/data/small_image/data_1568033.png,0.5455355442737121,0.04846366357984637,0.6742839866452099
/home/jupyter/data/small_image/data_1435833.png,0.4974020675879979,0.47930755643129785,0.6361650020516417
/home/jupyter/data/small_image/data_286833.png,0.09914679112501897,0.8556007694246641,0.4706859550295365
/home/jupyter/data/small_image/data_2541733.png,0.8815341249866461,0.7054357784237733,0.5722187140681828
/home/jupyter/data/small_image/data_1203733.png,0.41785972683944717,0.4928946022418291,0.9353336121705841
/home/jupyter/data/small_image/data_1423733.png,0.4941762917056017,0.9565411528567722,0.499871870121242
/home/jupyter/data/small_image/data_1255633.png,0.4360116876409028,0.9664381632983339,0.5278121119474334
/home/jupyter/data/small_image/data_1046633.png,0.36296044530457877,0.8120740662934622,0.7157318891238234
/home/jupyter/data/small_image/data_2424233.png,0.843934794564588,0.014066431944430313,0.9349064258585619
/home/jupyter/data/small_image/data_1009333.png,0.35162875892868306,0.15083654672217178,0.792563318220734
/home/jupyter/data/small_image/data_1994733.png,0.6920220381373077,0.3111832770545462,0.2827440247670142
/home/jupyter/data/small_image/data_1756533.png,0.61017052836806,0.5712318508759342,0.785680091729363
/home/jupyter/data/small_image/data_526033.png,0.18289064350643985,0.7950566873194496,0.17606956243160665
/home/jupyter/data/small_image/data_2827433.png,0.9817319402317813,0.4387800630674021,0.11912806103686266
/home/jupyter/data/small_image/data_2187733.png,0.7606405824696117,0.49475325613557447,0.6643408289593842
/home/jupyter/data/small_image/data_173633.png,0.058421858564579154,0.7044172067327856,0.6245296417778217
/home/jupyter/data/small_image/data_1066233.png,0.3717288945984748,0.28046172268595426,0.06485403695863887
/home/jupyter/data/small_image/data_114933.png,0.04039900364348729,0.396349025438066,0.9419112598926553
/home/jupyter/data/small_image/data_2764233.png,0.9606253850088357,0.539009983808239,0.7026436632813293
/home/jupyter/data/small_image/data_1336433.png,0.46478471117667264,0.06512134536532291,0.6051186559066839
/home/jupyter/data/small_image/data_1723833.png,0.599028780511427,0.4647792826514146,0.3648742541040062
/home/jupyter/data/small_image/data_2510933.png,0.8710444177249873,0.866013506036167,0.1607575900766507
/home/jupyter/data/small_image/data_2368833.png,0.82237126552144,0.1479772852598583,0.18860531513065215
/home/jupyter/data/small_image/data_2238933.png,0.776716646863238,0.8836258596487498,0.11064525684075432
/home/jupyter/data/small_image/data_2543333.png,0.8807792484273318,0.9179587581604964,0.8071329087262307
/home/jupyter/data/small_image/data_2352433.png,0.8175268366342637,0.07058963824916002,0.09073594789597986
/home/jupyter/data/small_image/data_1476433.png,0.513631590783182,0.5971648350103588,0.7757906297922547
/home/jupyter/data/small_image/data_236733.png,0.08086225258117924,0.5583557109483597,0.3961626541569274
/home/jupyter/data/small_image/data_2245933.png,0.779875926660384,0.7443693935321996,0.66755180259534
/home/jupyter/data/small_image/data_2075933.png,0.720901019631122,0.48186804344813294,0.1312841003529419
/home/jupyter/data/small_image/data_2809733.png,0.975320115983295,0.24875067612233354,0.8940410929765186
/home/jupyter/data/small_image/data_2823333.png,0.9782847746927222,0.9031442898588752,0.07329167645954655
/home/jupyter/data/small_image/data_2227533.png,0.7726787743552093,0.4059531990706087,0.2901418161118027
/home/jupyter/data/small_image/data_628633.png,0.21764017244823491,0.5989386834989416,0.7283988878633809
/home/jupyter/data/small_image/data_243233.png,0.08507608220559287,0.4283309363214657,0.9788755913996086
/home/jupyter/data/small_image/data_1242933.png,0.43156288063200576,0.37668044592689065,0.12003328409079139
/home/jupyter/data/small_image/data_455933.png,0.15593574926940285,0.9618514570766795,0.05679787933002824
/home/jupyter/data/small_image/data_1586733.png,0.5507287356276003,0.30280902731210935,0.9545616896217213
/home/jupyter/data/small_image/data_2385433.png,0.8303439252705469,0.1743348324711275,0.06374091933044639
/home/jupyter/data/small_image/data_542633.png,0.18711108063467435,0.8272186164035574,0.14277576864843344
/home/jupyter/data/small_image/data_1327933.png,0.45898012299079993,0.9659185968947288,0.7679030324395384
/home/jupyter/data/small_image/data_1745633.png,0.605915190610649,0.21587624355509463,0.8503339895575781
/home/jupyter/data/small_image/data_2518433.png,0.8736337218762743,0.836198297119221,0.1645273694683275
/home/jupyter/data/small_image/data_338033.png,0.11825002810776787,0.27891610778129405,0.8991349545150582
/home/jupyter/data/small_image/data_1815933.png,0.6285757009768076,0.9891355577247314,0.7158226004507833
/home/jupyter/data/small_image/data_2808233.png,0.9754634914990431,0.008519957173979709,0.09043918991814301
/home/jupyter/data/small_image/data_508733.png,0.17730967615722223,0.5639983521001611,0.7496032769229626
/home/jupyter/data/small_image/data_2637633.png,0.9151877136159244,0.7462974045831625,0.8647044814270792
/home/jupyter/data/small_image/data_2868033.png,0.9960322466495795,0.541319430227502,0.2546138191760725
/home/jupyter/data/small_image/data_2603933.png,0.9047503547955352,0.4981542991608242,0.224676653787532
/home/jupyter/data/small_image/data_1879033.png,0.650149653929647,0.8704115904604712,0.6511942588336493
/home/jupyter/data/small_image/data_2864733.png,0.9945101004912402,0.07301471394811357,0.3074405968416988
/home/jupyter/data/small_image/data_943433.png,0.3262919595077317,0.9243217685068622,0.44637609128232214
/home/jupyter/data/small_image/data_1961633.png,0.6819989654485178,0.22984299907750155,0.8794500512235791
/home/jupyter/data/small_image/data_47133.png,0.016495251724622875,0.8994915404583264,0.2682389383097584
/home/jupyter/data/small_image/data_1256633.png,0.4374512719259186,0.07522708220592574,0.46120901220865596
/home/jupyter/data/small_image/data_1232033.png,0.42967225733029407,0.015711665590100666,0.3321448093363649
/home/jupyter/data/small_image/data_2361633.png,0.8195358071275619,0.2271873983172678,0.0010292239560255822
/home/jupyter/data/small_image/data_618733.png,0.21604714019697283,0.30515590800696,0.5153647235528687
/home/jupyter/data/small_image/data_744833.png,0.2610265372179896,0.14433771939699747,0.3789529274564649
/home/jupyter/data/small_image/data_586733.png,0.203210734203517,0.3315699066482473,0.34279097759246957
/home/jupyter/data/small_image/data_809833.png,0.28213723073949243,0.24611631051182598,0.8313993338719452
/home/jupyter/data/small_image/data_1392033.png,0.48493330729731904,0.046453185283069055,0.9107426710644738
/home/jupyter/data/small_image/data_1180333.png,0.40866406374655206,0.5242044720366342,0.8853764361535774
/home/jupyter/data/small_image/data_293633.png,0.10052257897832743,0.7158275353872129,0.9264207375917237
/home/jupyter/data/small_image/data_102633.png,0.03587337261882275,0.83165119961801,0.4818107369869688
/home/jupyter/data/small_image/data_499333.png,0.173153380702447,0.4314233431502541,0.43386433280536296
/home/jupyter/data/small_image/data_670233.png,0.23123436660304017,0.7665307989809804,0.5606732142460307
/home/jupyter/data/small_image/data_157133.png,0.053168933020306675,0.6229504219870291,0.13538337291823677
/home/jupyter/data/small_image/data_2221533.png,0.7714989797800718,0.6752311374416193,0.9296936914030492
/home/jupyter/data/small_image/data_311833.png,0.10558819099071015,0.9754848568981374,0.6801627408454695
/home/jupyter/data/small_image/data_190133.png,0.06449742638406805,0.7610371130091104,0.8208714003167115
/home/jupyter/data/small_image/data_1284633.png,0.44534842312906275,0.5897964976345813,0.3410484397188629
/home/jupyter/data/small_image/data_1845333.png,0.6409904578727311,0.6868393378296759,0.6987411644936321
/home/jupyter/data/small_image/data_172933.png,0.06004878109602462,0.6086960098508225,0.6376869976332853
/home/jupyter/data/small_image/data_528633.png,0.18449593347073479,0.09326667833854492,0.7528933834737461
/home/jupyter/data/small_image/data_2690433.png,0.9360317875273461,0.30776733085600033,0.9724203945332157
/home/jupyter/data/small_image/data_640233.png,0.22317790594384798,0.015846915775948302,0.7914896424046661
/home/jupyter/data/small_image/data_2343633.png,0.8136396861408606,0.9906928876865034,0.23440435591756295
/home/jupyter/data/small_image/data_2390333.png,0.8281392166205445,0.7573442884166635,0.6450758142997075
/home/jupyter/data/small_image/data_2551833.png,0.8858329661856462,0.9719894064927678,0.16150851957452303
/home/jupyter/data/small_image/data_2094133.png,0.727013619042636,0.7507736289325881,0.6169573674379459
/home/jupyter/data/small_image/data_2582533.png,0.8951934746064495,0.8167730908641548,0.6183135347174868
/home/jupyter/data/small_image/data_2820633.png,0.9805365261210354,0.5590705588364167,0.45174228074680317
/home/jupyter/data/small_image/data_2508133.png,0.8713155864674192,0.5105763416577878,0.2564834991202264
/home/jupyter/data/small_image/data_887833.png,0.30740112985861423,0.9513074794389198,0.22070301395824546
/home/jupyter/data/small_image/data_1754133.png,0.6084072812040248,0.2631698538466954,0.7507989897411441
/home/jupyter/data/small_image/data_1877033.png,0.6507581793720838,0.6165316584443093,0.057462826952351165
/home/jupyter/data/small_image/data_1450133.png,0.5046824779637703,0.2662149668605103,0.9169660406126126
/home/jupyter/data/small_image/data_536633.png,0.18843254593766762,0.062040924403303596,0.21389026701024152
/home/jupyter/data/small_image/data_694533.png,0.24025884034239775,0.8200412266014439,0.10431709217618201
/home/jupyter/data/small_image/data_684733.png,0.2365514556640044,0.5941819850430303,0.639502398343829
/home/jupyter/data/small_image/data_1258833.png,0.4381471559670454,0.3566630192539936,0.7679311447582738
/home/jupyter/data/small_image/data_1475433.png,0.5121558349496834,0.413769224680533,0.5257278601976221
/home/jupyter/data/small_image/data_1329933.png,0.4613542321979583,0.23900555620046954,0.48684287842656115
/home/jupyter/data/small_image/data_1986633.png,0.6889201417562898,0.3153289340713695,0.08714242063955205
/home/jupyter/data/small_image/data_1676733.png,0.5822240527361738,0.5689978457593436,0.8490948606001225
/home/jupyter/data/small_image/data_2474233.png,0.8594459880820523,0.2552571715870666,0.516780467702532
/home/jupyter/data/small_image/data_231933.png,0.07998455376688514,0.9609650099397766,0.6060196484901071
/home/jupyter/data/small_image/data_2240833.png,0.7796346562123802,0.10971560298237062,0.2031420944272011
/home/jupyter/data/small_image/data_134633.png,0.04477027241234121,0.8265302846744037,0.16989597669895207
/home/jupyter/data/small_image/data_2033233.png,0.7055776850712778,0.17527677607913356,0.7535937831710041
/home/jupyter/data/small_image/data_2408533.png,0.83633302187048,0.05611688827566867,0.8345665818567666
/home/jupyter/data/small_image/data_250433.png,0.087070133261324,0.3222900896784788,0.5961012244851003
/home/jupyter/data/small_image/data_1069133.png,0.37139689237278506,0.6450405231058369,0.5817213729356053
/home/jupyter/data/small_image/data_2095433.png,0.7263226275990108,0.9409762368676912,0.46216024097825076
/home/jupyter/data/small_image/data_1353333.png,0.47174894692993774,0.18658685809278613,0.7101235153802662
/home/jupyter/data/small_image/data_112233.png,0.03990822780717696,0.0199736965903635,0.9165332197723062
/home/jupyter/data/small_image/data_768933.png,0.2691238639419167,0.14127919227672633,0.13827798163830995
/home/jupyter/data/small_image/data_2072733.png,0.7216416360461434,0.06543694272993986,0.3286900299637382
/home/jupyter/data/small_image/data_349533.png,0.12101815055864737,0.6935245359718325,0.1477652786405852
/home/jupyter/data/small_image/data_694033.png,0.23993987835907837,0.7602547879884959,0.8950239206747709
/home/jupyter/data/small_image/data_1998233.png,0.6932702602774027,0.7515028168834277,0.7928402353967745
/home/jupyter/data/small_image/data_1929033.png,0.6702000070521221,0.13215808610260207,0.8050480650416298
/home/jupyter/data/small_image/data_1045233.png,0.3628315576881437,0.6642741524749546,0.937948378629381
/home/jupyter/data/small_image/data_2503933.png,0.8672034285036095,0.9578609608934385,0.9896760947682106
/home/jupyter/data/small_image/data_2745133.png,0.9535410955004623,0.10531733417901354,0.36254582146977554
